"ARTIYA KALLA",4
"ASOP",4
"BARNI KHURD",4
"BASNI HARI SINGH",4
"BIRANI",4
"GAJ SINGHPURA",4
"GARASANI",4
"HEERADESAR",4
"KAGAL",4
"KURI",4
"MANGERIA",4
"NAGALWAS",4
"NARSAR",4
"OSTRA",4
"PALRI RANAWATA",4
"RAJLANI",4
"RAMDAWAS KALLA",4
"RAMPURA",4
"RAROD",4
"RUDIA",4
"SURPURA KHURD",4
